family,stratum,score8,score16,mean_error,candidate
grid_lattice,2,0.015657686520424024,0.01568948620969752,0.06613837425996469,"[('mid3', 'mid7'), ('out2', 'mid5'), ('mid9', 'out4'), ('mid10', 'mid11')]"
grid_lattice,2,0.016694790339840695,0.016592335459403196,0.0686586432421598,"[('out0', 'mid3'), ('out2', 'mid2'), ('mid12', 'out5'), ('mid14', 'out5')]"
grid_lattice,2,0.015790225197118594,0.015790225197118594,0.06771393998861588,"[('mid0', 'out0'), ('mid3', 'mid7'), ('in', 'mid11'), ('out5', 'mid15')]"
grid_lattice,2,0.016628304502142626,0.01672593771005717,0.06713475458264592,"[('mid3', 'mid4'), ('mid5', 'out3'), ('mid2', 'out3'), ('mid6', 'mid7')]"
grid_lattice,2,0.01772504407742097,0.01770558923466265,0.06786081906929793,"[('out2', 'mid2'), ('mid6', 'mid7'), ('mid7', 'mid10'), ('mid8', 'mid12')]"
grid_lattice,2,0.01661713600605212,0.016597041028398023,0.06883984717942064,"[('out2', 'mid2'), ('mid9', 'out4'), ('mid10', 'out6'), ('out6', 'mid14')]"
grid_lattice,2,0.01844810319935164,0.018439643331816753,0.06721664307465827,"[('mid5', 'mid8'), ('mid8', 'mid9'), ('mid10', 'mid11'), ('out5', 'mid15')]"
grid_lattice,2,0.018809728658711534,0.018902230304051075,0.06608872736935481,"[('out3', 'mid9'), ('mid7', 'mid10'), ('mid8', 'mid9'), ('mid12', 'out5')]"
grid_lattice,2,0.01861196544513588,0.018574887237006284,0.0664996603615186,"[('out0', 'mid6'), ('mid4', 'mid5'), ('mid9', 'out4'), ('mid14', 'out5')]"
grid_lattice,2,0.016432900127086817,0.016378819005565808,0.06995385711763813,"[('mid2', 'out3'), ('mid8', 'mid12'), ('mid11', 'mid14'), ('mid12', 'out5')]"
grid_lattice,2,0.01694563824259329,0.016916751588694295,0.06795736414684436,"[('out0', 'mid6'), ('mid8', 'mid12'), ('out7', 'mid10'), ('mid12', 'out5')]"
grid_lattice,2,0.01717291015642565,0.01717291015642565,0.06902142214739077,"[('mid4', 'mid5'), ('out2', 'mid2'), ('mid5', 'out3'), ('out5', 'mid15')]"
grid_lattice,2,0.016567771219413312,0.016567771219413312,0.0707708684366508,"[('mid2', 'out3'), ('mid6', 'out7'), ('mid10', 'mid11'), ('mid13', 'out6')]"
grid_lattice,2,0.016602486574230257,0.016602486574230257,0.07219495190864997,"[('out1', 'mid3'), ('out1', 'mid1'), ('out2', 'mid2'), ('mid13', 'out6')]"
grid_lattice,2,0.01670537886353793,0.016699335320416314,0.06530191920238258,"[('out0', 'mid6'), ('mid4', 'mid5'), ('mid5', 'out3'), ('mid9', 'out4')]"
grid_lattice,2,0.01578938217454654,0.015747795631218642,0.068718053464774,"[('mid5', 'mid8'), ('mid2', 'out3'), ('mid6', 'out7'), ('mid10', 'mid11')]"
grid_lattice,2,0.016594639406191564,0.01658730344659768,0.0689524389169277,"[('out0', 'mid6'), ('mid1', 'mid4'), ('mid5', 'mid8'), ('mid13', 'out6')]"
grid_lattice,2,0.016735096218768283,0.01657735878255556,0.06660867570019557,"[('out0', 'mid3'), ('mid9', 'out4'), ('mid10', 'out6'), ('out6', 'mid14')]"
grid_lattice,3,0.015433072013629458,0.015433265113138101,0.06915822034034776,"[('out1', 'mid3'), ('out2', 'mid2'), ('mid8', 'mid12'), ('mid11', 'mid12')]"
grid_lattice,3,0.013785979256423532,0.013457422756377131,0.06694844402362951,"[('mid3', 'mid7'), ('mid3', 'mid4'), ('out3', 'mid9'), ('out7', 'mid10')]"
